ra,dec,zcos,zobs,vpec_true,vpec_c2est,vpec_c2err,vpec_west,vpec_werr,sim_x1,sim_c,sim_mb,x1,c,mb,chi2,ndof,dmu_true
6.266094030230353,0.4712565637653074,0.0776659124303428,0.0771530806778302,-142.66303670998062,-181.33004728649476,199.0052353152856,-164.2027184732351,193.3083539520104,-0.0345239746047574,0.0017049658126345,18.68850653446881,0.1282925194096594,0.0108050949701953,18.695634252372304,49.72753414935755,36.0,0.013073318112944321
0.7089398244156686,0.3468432068222253,0.1026144275893515,0.1027080400352633,25.452510467043822,-44.12091720966567,971.131816428064,-38.896167906472,941.8433986779772,-0.2044467628229599,0.0224632725046255,19.41586230646033,-0.1843765001829846,0.0157774878608728,19.398432672206024,26.788294126218336,36.0,-0.0017441789293641818
1.0675805917890384,0.5299711212108941,0.0979382705651828,0.0988297834007034,243.42791527043136,239.33962446731428,427.69160726583016,209.92271376506488,419.4651030940042,-0.2904679679194457,-0.0625346868062493,19.076630664160756,-0.3460411883619892,-0.0705323211495339,19.061736645560128,50.34214982488364,47.0,-0.017424666110500198
0.4800765009861798,1.0658279425187966,0.0878126963186781,0.0867973504933161,-279.8211693385986,-367.2310947173543,218.78427237565927,-327.6980046720457,210.5303213964926,1.4529241048066397,-0.0600595229888377,18.580608390028782,1.6738634481930033,-0.0478921453767749,18.59201088983179,131.8828575555126,165.0,0.02267143559034679
1.2886838818343582,1.310942175519778,0.0749845744927421,0.0744689032173053,-143.8107698020784,-420.20465317966375,288.65020867095484,-379.9426031701671,277.52185451745004,-0.4681755659794946,0.0751459317569616,18.88193560656172,-0.2259141087111782,0.0818257697732748,18.893435030123072,90.69676894621804,80.0,0.013662815729745148
3.211605136249902,-0.36259539556965,0.0994063350354568,0.0990141732928453,-106.93692496071044,-979.615231383988,1737.7505697041574,-852.3265980679778,1633.9714502469797,0.4230964066273393,0.0314186774781609,19.27852487883593,0.7914753039227815,0.0248397770600674,19.26880428564587,18.304252151956412,18.0,0.007593190025950491
4.9857360819267855,-0.0515402081354543,0.0570986982015822,0.0579366513610626,237.642935136414,-569.8392490265561,494.47740729198665,-522.9027185601568,471.23251639782,0.5530665823499118,-0.0646345570352577,17.720635177274097,0.7282905429670489,-0.0941702283265563,17.70907536230993,30.774692733698338,23.0,-0.029464062488429477
6.2099223311487926,0.6881615086590118,0.0713280273446758,0.0717871502695541,128.47754064141915,249.6384159876854,236.814737830427,229.89222204394795,235.05128491159888,-1.670539810332339,0.0148271829131835,18.765314322087608,-1.7425293434884273,0.0119448277118701,18.75492603945522,52.09838677759564,42.0,-0.012753077472815733
1.6000346960381884,0.1946125161551177,0.0173023896044212,0.0177274631689663,125.26643999665644,136.19216651716465,5.628887910437113,134.97946208195725,5.752324323676708,-0.1612727166191483,-0.0018865262563644,15.346251120684393,-0.1701313992662197,-0.000482174650717,15.347006607535956,68.11692819111187,56.0,-0.051571509872111676
4.488145545205435,0.3946869602184058,0.0207615786360511,0.0188229155106891,-569.3754503992926,-568.877687707095,4.09906387762219,-529.3770610505277,3.7044992432441433,0.2452407374980245,-0.0323501466788803,15.592243606001936,0.2443769353392058,-0.0324278817583503,15.5919662968057,73.41389889039279,71.0,0.2077169819830047
2.7172940753980006,0.6807492854286692,0.106000681412445,0.1050822403026581,-248.95257521872253,347.63464581826446,3147.5898565342222,303.0668602731321,3090.4272507355904,-1.3061713943207265,0.0634052674021452,19.76015273251916,-0.3502684662666348,0.171623596055208,19.900487759170748,32.51329762633036,24.0,0.016586319979928987
0.3020251416606548,0.103410552409055,0.1009026383673289,0.0980679004871705,-771.9420476080724,-1312.9155470686435,576.6099620974172,-1136.9915126179678,536.0761848881306,-0.1773085476025965,-0.0180580742091893,19.244024007280004,-0.0642740647063482,-0.0260089139943323,19.242633859500952,42.49360320080075,39.0,0.054721097679951924
0.1743803153010664,0.1306281487802482,0.0864339243131486,0.0856720695992385,-210.2275087427909,-3232.109862894394,1588.839803764711,-2733.522671050712,1373.044692170835,-1.3642297216745816,0.0769164283097262,19.336883364982487,-0.5414811186662258,0.0264933195995651,19.30909483670537,28.86323581399366,16.0,0.017285396667176656
4.9667632489517874,0.6060958434216458,0.0928508245167578,0.0914923148983017,-372.6683721117257,-298.7180856000068,620.8469365336002,-268.1120375789092,598.5156206614766,0.2652357109057383,0.0377691215172011,19.157659382133044,0.4465114195145747,0.0634107102015237,19.201248863844565,45.82442719216077,41.0,0.028560390104104272
0.0821520058538167,0.7844622668890407,0.0911017614787291,0.0912989469771723,54.17892936048955,221.25656144745255,390.6173298052876,196.05706071911663,384.02253215484046,-0.8652866892738406,-0.0728760293559659,18.9574335467174,-0.8444794865471258,-0.0635778490225895,18.968705460401956,39.334635897049935,40.0,-0.004194584860996997
2.273672252514604,0.976325696333794,0.073063346166265,0.0736001183341221,149.96341843449304,255.5556591046126,240.8129650104514,234.80229747099045,238.88672575076117,0.8725515678430737,0.0538607580020474,18.57755966269587,0.8123452031612111,0.054991044218332,18.57897532872565,40.89850695641578,63.0,-0.014517415619309304
3.251556970255142,1.3427899769919729,0.0887672587319907,0.0881498235311828,-170.01100558583008,10.950960823171036,688.2866303607652,9.818253748721563,671.9471367650063,0.4718916926841298,-0.0583055169392629,18.74949158509668,0.0880041968838588,-0.0740667101671684,18.743063169165296,10.50609725864776,19.0,0.013587325066268363
0.171500093622018,0.2574622512249258,0.049191525295267,0.0508505624280959,474.04769098192014,552.6862178809134,143.9083532349235,528.746171892704,147.4308583851858,0.6514193562427394,-0.026552881437397,17.484987931598297,0.5394213732504702,-0.0272402482566972,17.48723541898478,7.739575868171883,16.0,-0.06770660110208837
1.6196969933971066,0.2913903102542601,0.0893043386551401,0.089187319604401,-32.20535125859956,-68.34362561222353,510.8148049336524,-61.43371328222962,497.0057501038641,-0.4921201994555273,-0.0044203524473698,19.056593048139494,-0.5888203528307214,-0.0113240272290665,19.052994742996944,66.08741685083723,56.0,0.0025499226227410077
1.4926076881354908,0.4339869302646255,0.0975108046336811,0.097384656872405,-34.45810944590661,365.7954320801077,405.88380182265735,326.60581512563346,400.0943019399061,-0.0145391149595794,-0.0243067146055103,19.13472832903049,-0.0803142497333984,-0.0092870633241896,19.15834382514112,82.56584023643973,70.0,0.0024921153659676065
5.937750838305422,0.5333336704225204,0.0707788874638369,0.0697243018398605,-295.2587318304099,-260.0347051148169,182.2939686324674,-237.13617892728763,176.65389999893387,0.1713667031331174,-0.0842994578508099,18.196242019765982,0.1860536939459426,-0.082188540263923,18.19677336526479,14.038661799478518,25.0,0.029886472725017654
0.169223520412777,1.025227744241613,0.0918960123274136,0.0920124327916025,31.964561392919205,-1469.9209893167242,1520.448798935808,-1277.124896370558,1404.5026898492729,0.199151529282528,0.0335449317678846,19.136705756977804,0.1759681528586905,-0.0099180263226393,19.126149066554675,25.392208627127086,18.0,-0.0024539394909197654
5.775474410940873,-0.1358533171958606,0.0935075839967767,0.0920214098568339,-407.4446349983254,1393.6902853033253,651.0483092346126,1277.3293601462117,669.3757839153922,0.8899931817783919,0.1384887875502445,19.378025839529226,0.4279359537398947,0.1685835221387493,19.389172525019426,27.21904568479396,29.0,0.031022013689934624
0.5704686931307096,0.108271727562465,0.0635383815190491,0.0620486881988331,-419.9179172977479,-281.0429265626633,130.2546176385178,-258.4273913123245,126.17767640898757,-1.0213228395542553,-0.0779835126020931,18.13457414406595,-1.0335884165855769,-0.0717345130509953,18.138783172685446,21.338922363883174,34.0,0.04766962167880706
0.5645581455413323,0.5355223637088093,0.0959565105584924,0.0936713129185204,-625.1023748687338,-858.4249091780765,1265.5439565951517,-754.4770551898924,1195.0739981707068,-0.0576747520054075,0.0693684805438955,19.366744156501067,0.5969874538949269,0.1025793262040242,19.38865561721504,26.465544012604425,18.0,0.04655303945364864
4.588032479759388,0.683729104076561,0.077297213425121,0.0768399883111812,-127.23753394994432,-397.9779117938247,290.27023499203545,-359.02377568035547,279.3068893871953,0.2164697276745247,0.0596401851662635,18.810727588818636,0.3182141243110133,0.0554530676012819,18.809072040064898,30.99350869579036,35.0,0.011712244947496231
1.789566500962855,0.4362488805328816,0.1025331266728987,0.1031917375398028,179.08447907645086,-440.4875233283752,698.289901346442,-385.1278112665032,668.2531988941316,0.1021974170752295,0.009663684617631,19.336201663392597,0.4954330437594348,0.0271440028493214,19.373908315491597,61.63730179537446,67.0,-0.012244181098019169
2.833757498286438,0.6553766693803885,0.0529453237295828,0.054252567004674,372.195655188897,364.74679929854994,85.80101739512845,345.5167035456832,86.55680374431618,0.2831539851315955,-0.01246317263061,17.74135919108137,0.247092472054991,-0.0169497638544232,17.734330844674474,43.53181365725466,51.0,-0.049566705582861914
4.137504415395611,0.4172994436749773,0.0965319921438093,0.0982692523908692,474.96792011838056,796.8516393004628,537.8769277697731,717.1772775293294,538.2232698571632,-0.8697296025896263,0.057608640482237,19.476076603359942,-0.8834886882183574,0.0663904467747474,19.479753660147285,72.56036378812851,66.0,-0.034340107594552194
4.758069743505492,1.249504810496434,0.0942590843908159,0.0913032307225045,-809.81062835292,-874.0573113139499,4098.933305450993,-770.1657707340256,3868.484460629628,-0.8184449992825347,0.1052501509180511,19.533436023510028,-1.2108775875097957,0.0680467316737064,19.48547208933021,12.321305305268202,14.0,0.06169174500649888
0.0460841113608486,0.5871002556529856,0.0988353340354784,0.0984317844697793,-110.09940477748076,-639.7445950278735,1302.9863808808268,-560.7589121257406,1239.5069707688444,0.4972993474512337,0.1016416783278775,19.45841398891644,1.042959001243987,0.1231075336468781,19.481733660759524,18.11458737785085,17.0,0.007864971198181081
4.800972366714681,-0.2357631170409748,0.0889240187159193,0.0890253175421864,27.888653016348123,-1490.70309883892,2379.4622441998044,-1298.504810321681,2194.7418531939225,-1.9837128356247145,0.2645893417819671,20.03659709907736,-2.097071107726408,0.1942112948406311,19.965639731059586,24.442640903582145,25.0,-0.0022148369516656885
0.347951963151756,0.5619313240624065,0.0642034193465197,0.0641985848362802,-1.361910403221935,38.13564841711122,81.1506740335085,35.173423678090145,79.93277340657743,-0.2269281278161338,-0.076414107079743,18.05758599943936,-0.1912005788250752,-0.072156907653843,18.06055574298014,99.11049945623334,94.0,0.00015104069803584252
4.815154324233889,0.7756628711873697,0.0313959776224803,0.0299524708913443,-419.5793278779151,-407.4137495150107,17.94938266164286,-383.9098951417054,17.03463671951631,1.6369431825441991,0.0123284232556555,16.444092026168708,1.625470654953992,0.013510207942322,16.446345550328783,18.247370192988758,20.0,0.09839952092821846
0.3787013369014456,0.6911444072059463,0.097152400384065,0.096841883174902,-84.8475720908752,354.8327159026296,386.4936873293398,316.9338253367055,380.9242105214052,0.628489161243678,-0.0744229149510284,18.89012887192622,0.5918887264115579,-0.0659856028581932,18.8875541970652,53.1227065991308,55.0,0.00616636266749282
5.133064955738034,1.0754714448564848,0.0712870188495239,0.0721984546540155,255.0591721266296,262.26551161763126,139.27198639561834,241.4592004831152,138.29206714392677,0.439496565976589,-0.0525796361446825,18.274952326081447,0.4837932362071673,-0.0485193577752768,18.279798610937146,62.96005143423034,69.0,-0.02524616274986613
1.6657518466360783,0.0234432299318642,0.0873120867880437,0.0872401867136556,-19.824207137115497,-415.5118076242672,973.4578139349928,-370.25651543591,934.9146219975996,-0.2685438383920756,0.1291797195278139,19.36103546058852,-0.1336536628444143,0.1302418404416295,19.37704796186272,73.09315138357637,49.0,0.001606009669899322
