# k[h/Mpc]   P_delta,delta   P_delta,theta   P_theta,theta 
0.006341406011347865   18204.788113113773    18190.35133997335   18176.430658782163
0.006369906187760143   18255.018283725698    18240.414203870838   18226.33406015136
0.006398534452494486   18305.24948342766    18290.476286178946   18276.23498286446
0.006427291381218146   18355.48036595865    18340.536223310915   18326.13204759348
0.006456177552185605   18405.70957595197    18390.592642599127   18376.023865720657
0.00648519354625017   18455.93574976398    18440.644162836   18425.909040275186
0.006514339946875701   18506.157515025447    18490.689393915283   18475.786165052366
0.006543617340148307   18556.373490906866    18540.726937365114   18525.653825349345
0.006573026314788148   18606.58228841245    18590.755386210054   18575.5105979757
0.006602567462161266   18656.78250934496    18640.773324331905   18625.355050288592
0.006632241376291486   18706.972747474945    18690.779327259508   18675.18574151811
0.006662048653872335   18757.151119906397    18740.77149338209   18725.00075292155
0.006691989894279078   18807.316507765183    18790.748683253554   18774.798926374773
0.006722065699580747   18857.467502561114    18840.70946971441   18824.57881760368
0.00675227667455225   18907.602604016138    18890.65233369497   18874.338890630446
0.006782623426686535   18957.720303205228    18940.57574754349   18924.077600734323
0.006813106566206814   19007.819082425653    18990.47817453181   18973.793393945434
0.006843726706078802   19057.89741411269    19040.358067895355   19023.4847062759
0.0068744844620230875   19107.953763733032    19090.213873991568   19073.149966461988
0.006905380452527482   19157.986585881245    19140.044028079657   19122.787592548524
0.006936415298859469   19207.99432722792    19189.846957315778   19172.39599418778
0.006967589625078695   19257.975425753273    19239.621080086326   19221.97357199341
0.006998904058049518   19307.92830941273    19289.364804950856   19271.518716548522
0.007030359227453601   19357.851400009793    19339.07653345793   19321.0298118123
0.0070619557658025975   19407.74299616673    19388.754544697516   19370.505119043355
0.007093694308450854   19457.600992906373    19438.39671161933   19419.942491211368
0.007125575493608188   19507.424375135473    19488.001997167255   19469.34087094296
0.007157599962352726   19557.211527025305    19537.56876466894   19518.69860326677
0.0071897683586437935   19606.960825945796    19587.095371225103   19568.0140265598
0.007222081329334848   19656.67063887832    19636.58016283633   19617.285468220616
0.007254539524186514   19706.339325217403    19686.021478005936   19666.51124795381
0.0072871435958796315   19755.96523566499    19735.417646526384   19715.689676884682
0.007319894200028382   19805.546712213833    19784.766989358977   19764.81905683531
0.007352791995193475   19855.082076625065    19834.0678071092   19813.897669522783
0.007385837642895395   19904.56957809384    19883.31832748296   19862.923723536198
0.007419031807627675   19954.007436367992    19932.516749221657   19911.895398718454
0.007452375156870306   20003.39386306088    19981.661262223493   19960.810865613283
0.007485868361103121   20052.727059628953    20030.75004651717   20009.66828497366
0.007519512093819293   20102.00492717852    20079.780981625132   20058.465517092947
0.007553307031538879   20151.225246225542    20128.751823295337   20107.200295170354
0.0075872538538224185   20200.386848061098    20177.661378599492   20155.871404545724
0.007621353243284584   20249.48789771761    20226.507790176336   20204.476968254367
0.007655605885607942   20298.52655108251    20275.28919162012   20253.015099649438
0.007690012469556715   20347.50095575316    20324.003708136108   20301.48390353576
0.007724573686990637   20396.409250711542    20372.64945615424   20349.881476871502
0.007759290232878869   20445.249565802216    20421.22454264792   20398.205905830022
0.0077941628053139755   20494.020022491542    20469.727065964697   20446.455268962505
0.00782919210552594   20542.71873350942    20518.155116510512   20494.62763591726
0.007864378837896301   20591.343803598495    20566.506775736747   20542.72106769439
0.007899723709972294   20639.893329470957    20614.780117318853   20590.733617497677
0.007935227432481082   20688.365398468533    20662.97320522202   20638.663329030634
0.007970890719344051   20736.758090399428    20711.08409609786   20686.5082381469
0.008006714287691168   20785.069101907437    20759.110463245346   20734.265997405113
0.008042698857875374   20833.295919231598    20807.04976555073   20781.934041201715
0.008078845153487118   20881.437498100542    20854.900931937063   20829.511274454737
0.00811515390136887   20929.491874570776    20902.661974170194   20876.995687306
0.008151625831629747   20977.457012383817    20950.330832197767   20924.38519866023
0.0081882616776602   21025.330840274313    20997.905410420077   20971.677691633024
0.008225062176146757   21073.111276879692    21045.383603129972   21018.871038676156
0.008262028067086818   21120.796235426566    21092.763299175214   21065.963107835294
0.008299160093803572   21168.38361712251    21140.042375528494   21112.95175427359
0.008336459002960922   21215.87131646781    21187.218702226597   21159.834826458362
0.008373925544578496   21263.257219760573    21234.29014106198   21206.610164478163
0.008411560472046739   21310.539204345914    21281.25454457962   21253.275599336877
0.008449364542142066   21357.715140704357    21328.109758585004   21299.828955312296
0.008487338515042044   21404.782891373103    21374.85362042336   21346.268048315957
0.008525483154340735   21451.740103388685    21421.483753507036   21392.590479388375
0.008563799227064009   21498.58326385961    21467.996615388303   21438.7926818683
0.008602287503684981   21545.31170661156    21514.39150920313   21484.873930604008
0.008640948758139502   21591.92326099756    21560.666239430546   21530.832007740442
0.008679783767841731   21638.4157495255    21606.8186022116   21576.664686488508
0.008718793313699737   21684.786985487666    21652.846385329074   21622.369732960793
0.008757978180131245   21731.034776372253    21698.747370477355   21667.944905512843
0.00879733915507938   21777.15692156723    21744.519330929044   21713.38795582146
0.008836877030028518   21823.15121408665    21790.16003406205   21758.696627896046
0.008876592600020208   21869.015441014308    21835.667241008076   21803.868660975717
0.008916486663669159   21914.747380450306    21881.038704091556   21848.90178376324
0.008956560023179265   21960.344796839912    21926.272160757886   21893.793712136503
0.008996813484359791   22005.80536214813    21971.36525735248   21938.542070096664
0.00903724785664155   22051.126690981942    22016.315582569896   21983.14442337119
0.009077863953093164   22096.30639529415    22061.120722750133   22027.598336058476
0.009118662590437442   22141.34019575552    22105.77637217736   22071.899479689808
0.00915964458906779   22186.226995369667    22150.28139668318   22116.04668647891
0.009200810773064692   22230.964855553477    22194.63382994595   22160.037967171556
0.009242161970212307   22275.551352255963    22238.8312206093   22203.870846601978
0.009283699012015109   22319.984057126698    22282.871114659916   22247.542847311353
0.009325422733714592   22364.260534583842    22326.75104910595   22291.05148402487
0.009367333974306084   22408.37834138272    22370.46855327807   22334.39426328958
0.009409433576555609   22452.335028453148    22414.021152461548   22377.56868668935
0.009451722387016814   22496.128140357432    22457.406363724713   22420.57224763155
0.009494201256048036   22539.755216364963    22500.6216999138   22463.402436609253
0.009536871037829365   22583.21379046186    22543.664667645065   22506.056737768984
0.00957973259037984   22626.501389335222    22586.532766183944   22548.53262763292
0.009622786775574684   22669.615534430697    22629.223491802393   22590.82757936347
0.00966603445916266   22712.55374221041    22671.734332725162   22632.93905820178
0.009709476510783438   22755.312517203274    22714.061768354328   22674.863522465846
0.009753113803985134   22797.8881454593    22756.202047778843   22716.597189438675
0.009796947216241844   22840.280228400145    22798.154737479428   22758.139593930176
0.009840977628971294   22882.486259337096    22839.91730275522   22799.488178761145
0.009885205927552564   22924.503719727447    22881.487198281462   22840.64037400539
0.009929633001343903   22966.32998582221    22922.861772662505   22881.59350456808
0.009974259743700574   23007.96236323259    22964.038303595185   22922.3448270557
0.010019087051992876   23049.398141808004    23005.014054362848   22962.891580082105
0.010064115827624145   23090.634611539266    23045.78628669446   23003.231003344546
0.010109346976048894   23131.669054674025    23086.352256661943   23043.360330995507
0.010154781406791024   23172.498748153994    23126.709215119623   23083.276789429736
0.010200420033462115   23213.12096919701    23166.854410511267   23122.977606534863
0.010246263773779761   23253.532987445815    23206.785086904772   23162.460002715732
0.010292313549586086   23293.732068250632    23246.498482132993   23201.72119469793
0.010338570286866234   23333.71547313682    23285.991831134914   23240.758396438086
0.010385034915767009   23373.477476454183    23325.259382876062   23279.56583547539
0.010431708370615576   23413.016882151638    23364.299894595588   23318.142226501168
0.010478591589938222   23452.33220658691    23403.11185323508   23356.486031496024
0.010525685516479281   23491.42069234642    23441.69247232255   23394.59444036443
0.010572991097220048   23530.279581767914    23480.038966336888   23432.46464479669
0.010620509283397842   23568.906111695254    23518.148546450182   23470.093834816806
0.010668241030525123   23607.29751489307    23556.01841650529   23507.479190617105
0.010716187298408716   23645.451032370605    23593.64579138456   23544.617905595383
0.010764349051169084   23683.363892730547    23631.027871373863   23581.507158456334
0.010812727257259763   23721.033325061537    23668.16186171589   23618.144131675035
0.010861322889486793   23758.456559254562    23705.044964590794   23654.5260061646
0.010910136925028303   23795.630818997503    23741.674374963346   23690.64995659232
0.010959170345454147   23832.553235587064    23778.04720250589   23726.513069993223
0.011008424136745664   23869.220857374872    23814.160465615932   23762.1123465592
0.011057899289315455   23905.63072070093    23850.01117619237   23797.444776756427
0.01110759679802736   23941.77447000972    23885.59095449781   23832.501962102997
0.011157517662216426   23977.653927235955    23920.901565864482   23867.2856174558
0.011207662885709012   24013.266503615097    23955.940396387698   23901.793107918227
0.011258033476842974   24048.609231141512    23990.70445127062   23936.02141807829
0.011308630448487941   24083.67913599394    24025.190731259547   23969.967526802815
0.011359454818065669   24118.47324698077    24059.39623799989   24003.62841385486
0.011410507607570524   24152.988594520426    24093.31797711691   24037.00106788174
0.011461789843590019   24187.222204961738    24126.95294722731   24070.082466522756
0.01151330255732546   24221.171113330987    24160.29816092672   24102.86960080697
0.011565046784612672   24254.83235235569    24193.350622857877   24135.35945903476
0.011617023565942863   24288.20295174445    24226.107341660903   24167.549029117774
0.011669233946483467   24321.27995148724    24258.565331096146   24199.43530695213
0.01172167897609926   24354.060385140325    24290.721601169345   24231.01528450824
0.01177435970937341   24386.54129687389    24322.57317058255   24262.285962832615
0.011827277205628697   24418.719514336357    24354.116849524773   24293.244133586686
0.011880432528948812   24450.58471552387    24385.34228923556   24323.879431341757
0.011933826748199775   24482.141234792463    24416.25375701381   24354.196068256322
0.011987460937051364   24513.386113846507    24446.848273841173   24384.19104549344
0.012041336173998796   24544.316400134197    24477.12286130523   24413.861363618107
0.012095453542384355   24574.929040681585    24507.07444265379   24443.203932937653
0.01214981413041918   24605.220835705666    24536.69979836621   24472.215512689145
0.01220441903120517   24635.188591553717    24565.995709648352   24500.89286993447
0.012259269342756951   24664.82911704422    24594.958962795583   24529.232771894993
0.012314366168023928   24694.139215368647    24623.586341452927   24557.2319883121
0.012369710614912524   24723.115711507216    24651.87464491565   24584.887305297238
0.01242530379630841   24751.755423535993    24679.82067407612   24612.195506853277
0.012481146830098901   24780.05517866736    24707.421234179255   24639.153384740028
0.012537240839195433   24808.011811767705    24734.673139837196   24665.757741485173
0.012593586951556154   24835.622158752987    24761.57320824657   24692.005380139035
0.012650186300208553   24862.883068869447    24788.118267735947   24717.89311984948
0.012707040023272326   24889.781060993842    24814.294828495043   24743.407457606936
0.012764149263982203   24916.32280642805    24840.10947998511   24768.554920334565
0.012821515170710956   24942.50528952051    24865.559186532937   24793.332454142528
0.012879138896992484   24968.325373649473    24890.64079494845   24817.73689044579
0.012937021601545027   24993.779930275716    24915.35115867133   24841.765069407767
0.012995164448294422   25018.865853728857    24939.687146974404   24865.413852261
0.013053568606397557   25043.580034937968    24963.6456346143   24888.68010223018
0.013112235250265867   25067.919377542086    24987.223508689563   24911.56069133117
0.013171165559588928   25091.880800100713    25010.417667509886   24934.052508786157
0.013230360719358207   25115.461223634404    25033.225017985264   24956.152448952784
0.013289821919890879   25138.65758239373    25055.642480594273   24977.85742910142
0.013349550356853729   25161.46675346515    25077.66690976421   24999.16429435709
0.013409547231287266   25183.885462488997    25099.29502180899   25020.06975266529
0.013469813749629814   25205.91044655535    25120.52354005773   25040.57051955125
0.013530351123741801   25227.538447812552    25141.349198067328   25060.663323641646
0.013591160570930112   25248.75480768549    25161.75733740802   25080.33352316481
0.013652243313972587   25269.564659194384    25181.753001356872   25099.586074394294
0.01371360058114256   25289.967299457152    25201.33546290747   25118.42023701731
0.013775233606233632   25309.959512848058    25220.501494707816   25136.832774157247
0.013837143628584422   25329.538102023664    25239.24788672339   25154.82047075541
0.013899331893103516   25348.699874918784    25257.571435068483   25172.38011844224
0.013961799650294487   25367.44166599874    25275.46896487415   25189.50853264646
0.014024548156281057   25385.76032967027    25292.937312541097   25206.2025485128
0.014087578672832314   25403.652715350327    25309.973324964212   25222.459016222587
0.014150892467388139   25421.1157181302    25326.573878783347   25238.27480269281
0.014214490813084664   25438.14622126033    25342.73585566397   25253.646794968656
0.014278374988779874   25454.74114692251    25358.456169410438   25268.57191009066
0.014342546279079322   25470.89743638477    25373.731757841735   25283.047075727758
0.01440700597436198   25486.61203994199    25388.559560223268   25297.069240840498
0.014471755370806125   25501.881923035988    25402.936547621   25310.63537700737
0.014536795770415488   25516.69449036273    25416.850134028686   25323.73293811501
0.014602128481045386   25531.046748321995    25430.297266390247   25336.35879222306
0.014667754816429025   25544.9446224382    25443.283794905168   25348.518751456573
0.014733676096203917   25558.385074767077    25455.80668653085   25360.209777984186
0.014799893645938443   25571.3649173828    25467.862758075982   25371.428693523045
0.014866408797158438   25583.880996194242    25479.44883828494   25382.17233316725
0.014933222887374054   25595.93015238374    25490.561771318353   25392.437545523488
0.015000337260106602   25607.50925616384    25501.198433334506   25402.221206116417
0.015067753264915575   25618.61521987598    25511.355727455335   25411.5202381261
0.015135472257425802   25629.2449441171    25521.030570332176   25420.331560100265
0.015203495599354694   25639.395405199553    25530.219908150066   25428.652138005036
0.015271824658539596   25649.063562993786    25538.920734445554   25436.478960098888
0.015340460808965364   25658.246417525923    25547.130032812576   25443.809031983215
0.015409405430791938   25666.94098853196    25554.844849811874   25450.639422527904
0.015478659910382107   25675.144345183184    25562.06226262859   25456.96719267772
0.015548225640329396   25682.851370516215    25568.777147544704   25462.787281704204
0.015618104019486066   25690.03831383287    25574.96579909366   25468.07600695018
0.01568829645299121   25696.724417678546    25580.64732134572   25472.852338690467
0.015758804352299066   25702.906834562687    25585.81885825795   25477.11341877964
0.01582962913520736   25708.582759712706    25590.477606905486   25480.85647954935
0.015900772225885835   25713.74935432263    25594.620761473292   25484.07871866228
0.015972235054904863   25718.403891209015    25598.245582240525   25486.77741835461
0.01604401905926425   25722.54364938215    25601.34934213134   25488.94986643305
0.016116125682422065   25726.165894424877    25603.929351926956   25490.59338828831
0.016188556374323756   25729.2679826012    25605.982978098687   25491.705378306837
0.016261312591431237   25731.847243739718    25607.50756037848   25492.28319203175
0.016334395796752207   25733.90091030162    25608.500335368917   25492.32409614632
0.016407807459869556   25735.42623235818    25608.958569878567   25491.8253783783
0.016481549056970933   25736.42048940894    25608.879574307444   25490.78437661197
0.016555622070878368   25736.880979123503    25608.26066434475   25489.198455593407
0.01663002799107819   25736.805084547443    25607.09925864767   25487.065041745358
0.016704768313750906   25736.17211614668    25605.37473771167   25484.363642518787
0.016779844541801304   25734.981376818945    25603.08632482443   25481.0933418656
0.01685525818488868   25733.24527355885    25600.246316278717   25477.266408312742
0.016931010759457202   25730.961262453577    25596.852201328584   25472.88033445736
0.017007103788766346   25728.126869952997    25592.901523529254   25467.932694303257
0.017083538802921627   25724.73965594381    25588.391880176237   25462.421133920336
0.017160317338905284   25720.79721810747    25583.32087463983   25456.34326862703
0.01723744094060722   25716.297191370733    25577.686179483786   25449.696813243943
0.01731491115885604   25711.237248835976    25571.485496073914   25442.479523880196
0.01739272955145026   25705.615137760706    25564.716604578425   25434.689175074825
0.01747089768318955   25699.428637662102    25557.37731243104   25426.32364843455
0.017549417125906307   25692.675565236976    25549.465452118904   25417.38082498394
0.01762828945849721   25685.353773978462    25540.978929708737   25407.858635787252
0.017707516266954954   25677.461175746663    25531.91569941624   25397.755077308924
0.017787099144400177   25668.995717702663    25522.27375765666   25387.068197319488
0.01786703969111348   25659.95541115031    25512.05114936264   25375.796103511224
0.017947339514567562   25650.29914980168    25501.206954000565   25363.898064829224
0.018028000229459634   25640.05720833113    25489.771158239917   25351.403790096774
0.018109023457743824   25629.2329546504    25477.74713593769   25338.316662317586
0.018190410828663805   25617.824485626654    25465.13302593352   25324.63486023078
0.018272163978785574   25605.82997655486    25451.927024306842   25310.356646977292
0.018354284552030302   25593.247663692127    25438.127383928953   25295.48030989345
0.018436774199707476   25580.075755255515    25423.73243164377   25280.004228009733
0.018519634580548047   25566.31260519017    25408.740513669985   25263.926811494042
0.018602867360737806   25551.956593680963    25393.150065795035   25247.246528359214
0.018686474213950872   25537.00608505189    25376.959536958355   25229.96190593589
0.018770456821383383   25521.459626039774    25360.16744709524   25212.07152100855
0.018854816871787212   25505.31574620354    25342.77244505975   25193.574092331557
0.01893955606150405   25488.573032752378    25324.77314912069   25174.468275159976
0.01902467609449944   25471.23009799487    25306.168275045417   25154.752880834934
0.019110178682397044   25453.28569876209    25286.95658382216   25134.42671967067
0.019196065544513082   25434.732635178916    25267.130998705583   25113.482817333883
0.01928233840789091   25415.52222402701    25246.643076784283   25091.87299214412
0.01936899900733569   25395.7046513344    25225.54256005079   25069.64655969927
0.019456049085449355   25375.278780350473    25203.828357740822   25046.802545191495
0.0195434903926656   25354.243591884653    25181.499512338054   25023.339994971495
0.019631324687285102   25332.598049253837    25158.55505599138   24999.258019912322
0.01971955373551086   25310.34121001932    25134.99413342223   24974.555853082064
0.019808179311483733   25287.47227745396    25110.816009566184   24949.232760616127
0.019897203197318056   25263.990579433957    25086.02003965573   24923.288220548213
0.01998662718313756   25239.895540767167    25060.60572791627   24896.72180293865
0.020076453067111318   25215.186673206776    25034.57267681404   24869.53322975094
0.020166682655489914   25189.863543671    25007.92051923649   24841.722169637997
0.02025731776264176   25163.925805351915    24980.649001526854   24813.288432287503
0.020348360211089603   25137.37314410262    24952.75785905677   24784.231896058132
0.020439811831547087   25110.205363700345    24924.24696261966   24754.552510754955
0.020531674462955708   25082.422291168754    24895.11624006404   24724.250294507223
0.02062394995252167   25054.007180110722    24865.349149939593   24693.30895234747
0.020716640155753103   25024.914633686505    24834.90046560093   24661.683366050343
0.02080974693649732   24995.2038178356    24803.828927042854   24629.431829691766
0.020903272166978355   24964.874778560883    24772.134595080995   24596.554481152914
0.02099721772783452   24933.927664214338    24739.817644044528   24563.05162129736
0.02109158550815633   24902.362605721595    24706.87833709947   24528.923549247636
0.021186377405524422   24870.1798371987    24673.316975153386   24494.170658923584
0.021281595326047724   24837.37963684585    24639.133994422296   24458.793444942254
0.021377241184401798   24803.962396660623    24604.32986082695   24422.792513014454
0.02147331690386734   24769.92862263971    24568.905055992345   24386.168449187542
0.021569824416368795   24735.27873521793    24532.86014688179   24348.921941091998
0.02166676566251331   24700.013371172874    24496.195930923986   24311.05383977084
0.02176414259162967   24664.13314883765    24458.913112958   24272.564941797897
0.021861957161807548   24627.63891065592    24421.012552965276   24233.456287785346
0.021960211339936846   24590.531974230908    24382.49566588515   24193.729371575744
0.02205890710174727   24552.81368585321    24343.36402390762   24153.385870979826
0.02215804643184801   24514.462937800417    24303.59677720501   24112.40525191987
0.022257631323767728   24475.423470333215    24263.137979716143   24070.73179010141
0.02235766377999457   24435.773972750405    24222.065443929052   24028.442656284846
0.022458145812016484   24395.516138510015    24180.380989258283   23985.5397468803
0.02255907944036164   24354.651555110737    24138.086396986786   23942.024947175214
0.02266046669463908   24313.18213143914    24095.183658706665   23897.900318548396
0.02276230961357946   24271.109816905006    24051.674729803657   23853.167956575944
0.022864610245076165   24228.436405514647    24007.56155286311   23807.829979374885
0.0229673706462264   24185.16408596216    23962.84642172785   23761.88866478529
0.02307059288337259   24141.294945522277    23917.531513124817   23715.346366403905
0.02317427903214391   24096.831005829124    23871.61911637188   23668.20544960508
0.023278431177498057   24051.774678065634    23825.11155686507   23620.468442919733
0.02338305141376309   24006.128238931567    23778.011285390065   23572.13785256021
0.02348814184467968   23959.894084998625    23730.32085417834   23523.216378171834
0.0235937045834433   23913.074611335513    23682.042825089964   23473.706700548773
0.023699741752746768   23865.6724281666    23633.17993311996   23423.611662176652
0.0238062554848229   23817.672822881155    23583.717647676876   23372.91717944496
0.023913247921487447   23768.978681424385    23533.559705209624   23321.52762743227
0.024020721214182052   23719.70514144753    23482.819876121655   23269.555619699167
0.02412867752401764   23669.854932732094    23431.50111964194   23217.004082956697
0.02423711902181779   23619.431742735433    23379.60710725094   23163.87683039494
0.02434604788816242   23568.43944701458    23327.142051711075   23110.17816650898
0.02445546631343163   23516.88220452931    23274.110014895992   23055.912430000146
0.024565376497849754   23464.76427936861    23220.515436150457   23001.084031140308
0.024675780651529533   23412.089840607197    23166.36259165264   22945.6974311251
0.024786680994516683   23358.863395631022    23111.655953185422   22889.757212723787
0.024898079756834446   23305.089133676767    23056.40016381825   22833.268047230296
0.02500997917852845   23250.77154489053    23000.599608924917   22776.234664347663
0.025122381509711775   23195.915143119182    22944.25901382211   22718.661774113443
0.025235289010610187   23140.52449803076    22887.38304445583   22660.554224803036
0.02534870395160753   23084.604261819048    22829.976388852137   22601.916939048217
0.025462628613291478   23028.159071029986    22772.04404103724   22542.754908720653
0.02557706528649936   22971.19369376399    22713.590686266853   22483.07312541017
0.025692016272364185   22913.549844109246    22654.459828511386   22422.716567006435
0.025807483882360954   22855.379356389716    22594.801324087217   22361.833184364823
0.025923470438353146   22796.69699428536    22534.629924832418   22300.437642514775
0.02603997827263933   22737.50772792692    22473.950457057515   22238.535102582882
0.02615700972800018   22677.81637405601    22412.768160926797   22176.130654376353
0.026274567157745513   22617.627847134594    22351.08798099905   22113.229548891253
0.02639265292576162   22556.947138152136    22288.914963376665   22049.83693774786
0.026511269406558804   22495.779324893338    22226.25438775911   21985.958258927574
0.02663041898531916   22434.129423664217    22163.111447027193   21921.59874214783
0.026750104057944427   22372.003945099004    22099.492727343702   21856.765132250872
0.026870327031104303   22309.40990384286    22035.405286526024   21791.464780912465
0.026991090322284788   22246.354603803793    21970.85655936709   21725.704998134297
0.02711239635983675   22182.8447858824    21905.853881063646   21659.49342863104
0.027234247583024822   22118.88839483256    21840.40476986198   21592.837666701478
0.027356646442076433   22054.492371683966    21774.51652850445   21525.74525157334
0.027479595398230992   21989.664085640416    21708.19677999539   21458.223879325342
0.027603096923789535   21924.265086605228    21641.30875554636   21390.138666581573
0.027727153502164332   21858.366153818995    21573.92164482328   21321.557218611044
0.02785176762792885   21792.0495111283    21506.116706280005   21252.55995761878
0.027976941806867914   21725.32215302639    21437.90136815214   21183.15442764988
0.028102678556028125   21658.19153403024    21369.28293674702   21113.34802118646
0.02822898040376837   21590.665103824398    21300.26889621698   21043.148289718498
0.028355849889810807   21522.7500533709    21230.866657592524   20972.562881935268
0.028483289565291843   21454.45340336381    21161.083670260905   20901.599197830434
0.02861130199281345   21385.78306002531    21090.927403072827   20830.26507548249
0.028739889746494725   21316.746171158356    21020.405421387728   20758.568020196053
0.028869055412023614   21247.350091154847    20949.525248994647   20686.51595723472
0.02899880158670887   21177.602174595475    20878.294453612772   20614.11631515486
0.029129130879532398   21107.51010395478    20806.720696068984   20541.376890386815
0.02926004591120162   21037.081443495386    20734.811445611256   20468.305579476604
0.029391549314202195   20966.32322002491    20662.574684039486   20394.910079780395
0.029523643732850983   20895.244897699038    20590.019467044127   20321.199904468405
0.029656331823349195   20823.776917029332    20517.077387282374   20247.10796056179
0.029789616253835745   20751.801296048594    20443.631408407615   20172.51828587954
0.02992349970444103   20679.526547897938    20369.887794872047   20097.633669908737
0.030057984867340737   20606.963101493136    20295.85599937257   20022.46422382172
0.03019307444680999   20534.121135806214    20221.54636101927   19947.02013001057
0.030328771159277734   20461.01056473467    20146.969545556905   19871.31165487691
0.03046507773338139   20387.641618956965    20072.135459346635   19795.34894902478
0.030601996910021616   20314.024296326003    19997.05395849778   19719.142284607024
0.03073953144241756   20240.16864827827    19921.735250101476   19642.70186172715
0.030877684096162157   20166.08402523088    19846.189337919997   19566.037930395905
0.031016457649277726   20091.78132235957    19770.42636367829   19489.159900758998
0.031155854892271868   20017.26979310447    19694.456000787006   19412.078712132527
0.03129587862819356   19942.559564762836    19618.288613987304   19334.804120281846
0.03143653167268947   19867.660071732193    19541.93381362721   19257.345970301165
0.031577816854060685   19792.581159336925    19465.401779871056   19179.714832154077
0.031719737013319496   19717.332557840746    19388.702141234076   19101.920266977086
0.031862295004246574   19641.924006222915    19311.84491157415   19023.97245714576
0.032005493693448316   19566.06931928439    19234.547708536476   18945.59368500804
0.032149335960414506   19489.999208088608    19157.037481378255   18867.006259705224
0.032293824697576225   19413.786313982415    19079.38521188159   18788.27981798503
0.032438962810364   19337.439177817705    19001.600170550515   18709.423870868937
0.03258475321726629   19260.968902385328    18923.692760980546   18630.448868332205
0.03273119884988794   19184.38747526667    18845.675145537458   18551.36696441605
0.03287830265300949   19107.707179801593    18767.559133846044   18472.190110804357
0.033026067584646136   19030.93932420828    18689.357227068715   18392.93073432347
0.033174496616107274   18954.09600572753    18611.081241829936   18313.600914745075
0.03332359273205626   18877.189405460256    18532.74294865005   18234.212323164735
0.033473358930570435   18800.230941591217    18454.353983035395   18154.776602958947
0.03362379822320137   18723.231967467418    18375.926603225304   18075.305965278567
0.033774913635035465   18646.204484718106    18297.471669327344   17995.81206206981
0.03392670820475477   18569.160024820332    18219.00132327777   17916.30607875575
0.03407918498469806   18492.109497478694    18140.52653411142   17836.800144475805
0.03423234704092232   18415.064541322827    18062.058835661235   17757.30508561007
0.03438619745326411   18337.910206321    17983.486184225603   17677.711341765378
0.03454073931540189   18260.45355626457    17904.61797030655   17597.831027223103
0.03469597573491798   18183.021561042315    17825.773700092916   17517.977530452412
0.03485190983336109   18105.6236856051    17746.96433283578   17438.16068669405
0.035008544746309114   18028.27084642338    17668.19984044826   17358.391358327277
0.035165883623432176   17950.973361528824    17589.49054124731   17278.680064046926
0.03532392962855595   17873.741922814435    17510.846457996715   17199.036561172186
0.0354826859397253   17796.585340177746    17432.27857086442   17119.471918742605
0.035642155749268156   17719.515373022678    17353.79646878451   17039.995503465012
0.035802342263859754   17642.54097406914    17275.410788215766   16960.618127040656
0.03596324870458706   17565.67360884077    17197.132400170278   16881.350404298377
0.03612487830701365   17488.927351664723    17118.975195416217   16802.206262882308
0.03628723432124449   17412.31616914981    17040.95304892065   16723.200538135574
0.03645032001199169   17335.85444206908    16963.079832950145   16644.34654960884
0.03661413865863988   17259.554653269173    16885.370142847252   16565.657634273895
0.03677869355531224   17183.43070366964    16807.835589859507   16487.147871402325
0.03694398801093671   17107.496957070718    16730.490367912083   16408.830909148164
0.03711002534931255   17031.39647546976    16652.986910791595   16330.365033715596
0.037276808909177166   16955.31020415041    16575.499434816607   16251.919695002061
0.03744434204427326   16879.43445815946    16498.220741703797   16173.683870651239
0.03761262812341623   16803.781940777866    16421.163022430348   16095.66900045815
0.03778167053056197   16728.363802928336    16344.337554338306   16017.887578771937
0.03795147266487488   16653.192701139895    16267.756719188046   15940.350260044068
0.038122037940796265   16578.280781145233    16191.431495489558   15863.069493362895
0.03829336978811277   16503.639533377147    16115.37472680712   15786.05607766591
0.03846547165202572   16429.281278505685    16039.597252987005   15709.32269527227
0.038638346993220156   16355.21462038581    15964.11052679426   15632.879507950858
0.03881199928793444   16281.45301020403    15888.925327077493   15556.73803264047
0.03898643202803023   16208.006796641865    15814.05202611403   15480.909198511306
0.03916164872106263   16134.886858994303    15739.501770774521   15405.402856203846
0.03933765289035074   16062.103620123054    15665.285920271723   15330.231825696339
0.03951444807504853   15989.667461077144    15591.413960196647   15255.404118305181
0.03969203783021597   15917.588524099567    15517.896857039821   15180.931345909064
0.03987042572689056   15845.875490598732    15444.741910928204   15106.82014972916
0.04004961535215908   15773.869900379765    15371.3073382181   15032.44501267215
0.04022961030922984   15702.204348378507    15298.206815120033   14958.40259236089
0.04041041421750483   15630.903496102075    15225.466322142582   14884.715443952184
0.04059203071265293   15559.974000611383    15153.091223964017   14811.392795821534
0.04077446344668273   15489.422365130504    15081.087796791822   14738.439532906878
0.04095771608801604   15419.255026268216    15009.463135261123   14665.863198749385
0.04114179232156165   15349.477393006828    14938.222414369922   14593.667360810532
0.041326695848789445   15280.097372637352    14867.37297824602   14521.860746661856
0.04151243038780482   15211.119147354939    14796.920367862233   14450.448832074393
0.04169899967342344   15142.55007628051    14726.871051865175   14379.436291674747
0.041886407457246366   15074.395421877976    14657.231111181693   14308.831002052362
0.04207465750773545   15006.661945256605    14588.00560062632   14238.637627840413
